Pregunta,Respuesta,id,top_1_id,top_2_id,top_3_id
"Según Gabriela Cerruti, ¿por qué la participación de Juntos por el Cambio en el Tractorazo no contribuye a la convivencia democrática?",Cerruti argumenta que el apoyo de Juntos por el Cambio al Tractorazo defiende a un puñado de empresas y no contribuye a la convivencia democrática.,2705,2705,2604,1322
"Según el artículo de LA NACION del 31 de enero de 2022, ¿cuál es la fecha en que se espera que Alberto Fernández declare en el juicio contra Cristina Kirchner por la causa de Vialidad Nacional?",Alberto Fernández declaró en el juicio contra Cristina Kirchner por la causa de Vialidad Nacional el martes 15 de febrero de 2022.,408,408,4061,4216
"Según una denuncia del empresario Fabián De Sousa, ¿qué medida adoptó el ex titular de la AFIP Leandro Cuccioli contra el Grupo Indalo durante la gestión de Macri?","Leandro Cuccioli, ex titular de la AFIP, implementó medidas que, según De Sousa, perseguían y hostigaban al Grupo Indalo, incluyendo cambios en la categorización impositiva de sus empresas.",1585,1585,3931,2883
"Según el diario La Nación, ¿qué motivó al gobernador de La Rioja, Ricardo Quintela, a crear una nueva empresa aérea estatal llamada Alas La Rioja?","El gobernador Quintela justificó la creación de Alas La Rioja alegando una alta demanda y una oferta limitada de vuelos, lo que dificultaba el acceso a servicios aéreos para los riojanos, turistas y empresarios.",679,679,217,4331
"De acuerdo con el artículo publicado en La Nación el 1 de marzo de 2022, ¿cuál es el principal beneficio que ofrece la prueba genómica para la ganadería?","La prueba genómica permite a los ganaderos identificar el potencial productivo de los animales a temprana edad, optimizando la selección y mejorando la rentabilidad del rodeo.",942,942,2098,3361
"Según el artículo del diario La Nación del 15 de marzo de 2022, ¿cuál es la señal más común que indica que una persona tiene problemas con sus gastos?",La señal más común es que la persona no sabe en qué se le va el dinero.,1269,1269,1659,3995
"Según el exministro de Defensa Horacio Jaunarena, ¿cómo se relaciona la rendición de los militares carapintadas en Semana Santa de 1987 con la democracia en Argentina?",Jaunarena considera que la rendición de los carapintadas fue fundamental para garantizar la democracia en Argentina y evitar un nuevo golpe de Estado.,2194,2194,1865,1742
"Según el intendente de Tigre, Julio Zamora, ¿cuál es la razón principal del cambio en la composición política de Tigre y qué implica esto para el futuro del municipio?","Zamora señala que el crecimiento poblacional de Tigre, impulsado por obras de infraestructura, turismo y la migración desde la Ciudad de Buenos Aires, ha transformado la composición política del municipio, creando una mayor competitividad electoral y una mayor necesidad de gestión eficiente para atender las necesidades de los vecinos.",1853,1853,3599,437
"En el poema ""Antonio Chimango"", ¿qué personaje representa al líder político Antonio Borges de Medeiros, quien gobernó Río Grande del Sur entre 1898 y 1928?","Antonio Chimango representa a Antonio Borges de Medeiros, el líder político que gobernó Río Grande del Sur entre 1898 y 1928.",2151,2151,3170,4278
"Según un artículo de Clarín del 20 de abril de 2022, ¿qué estrategia implementó Cristina Kirchner en el Senado argentino para obtener más lugares en el Consejo de la Magistratura?","Cristina Kirchner redibujó la distribución de bancas en el Senado, creando nuevos bloques y obteniendo más lugares en el Consejo de la Magistratura.",2430,2226,2430,2192
"A pesar de un récord en exportaciones agrícolas en Argentina en 2022, ¿por qué las reservas del Banco Central se mantuvieron bajas según el artículo del diario Perfil?","Las reservas del Banco Central se mantuvieron bajas debido a la alta demanda de divisas por importaciones, compras de energía, reapertura del turismo internacional y movimientos de capitales, lo que dificultó la acumulación de reservas.",4098,4098,3418,4306
"Según el diario Clarín del 19 de junio de 2022, ¿qué dijo Alberto Fernández sobre el triunfo de Gustavo Petro en las elecciones presidenciales de Colombia?","Alberto Fernández celebró el triunfo de Gustavo Petro en las elecciones de Colombia, considerándolo como una victoria para la democracia y un paso hacia una América Latina más integrada.",4156,4156,1189,2259
"En el artículo de La Nación del 15 de junio de 2022, ¿qué motivó la gran cantidad de gente que acudió a la feria de Alpargatas en La Plata?","Los bajos precios de las prendas y zapatos que se ofrecían en la feria, especialmente para los productos de marcas populares como Flecha y Pampero.",3888,3888,1131,3942
"Según el artículo del diario La Nación del 29 de marzo de 2022, ¿cuál fue la cotización del dólar blue en Argentina ese día?","El dólar blue cotizó a $196,00 para la compra y $200,00 para la venta.",1698,523,1698,4143
"Según Emmanuel Álvarez Agis, ¿cuál fue la consecuencia principal de la renuncia de Matías Kulfas al Ministerio de Desarrollo Productivo, según el artículo publicado por Perfil el 7 de junio de 2022?",Álvarez Agis considera que la salida de Kulfas deja al gobierno sin figuras con capacidad para gestionar con convicción.,3600,3600,519,4055
"Según Alfonso Mingo Jozami, gerente general del Centro de Navegación, ¿qué se necesita para que la Hidrovía sea más eficiente y beneficiosa para todos los sectores?",Jozami sostiene que se necesitan más obras en la Hidrovía y una tarifa más baja para lograr una ecuación win win para todos los sectores.,2938,2938,1559,1238
"Según el diario Perfil del 26 de abril de 2022, ¿cuál fue la decisión del juez Martín Cormick respecto al planteo de Germán Martínez para frenar la designación de Roxana Reyes en el Consejo de la Magistratura?","El juez Cormick rechazó la medida cautelar presentada por Martínez, pero le solicitó a Sergio Massa que presente un informe con detalles sobre la designación de Reyes en un plazo de tres días.",2693,2880,2693,2255
"Según un análisis de la consultora EconViews, ¿cómo se comportó el gasto total del Estado nacional en el rubro previsional en 2021, en términos reales, en comparación con años anteriores?","En 2021, el gasto total del Estado en el rubro previsional cayó un 5,3% en términos reales, siendo la menor proporción del PBI desde 2015.",350,350,182,984
"Según el artículo de Perfil, ¿cómo define Mauricio Macri su rol político actual en relación al 2023 y qué postura adopta sobre la posibilidad de volver a ser presidente?","Macri se considera un padrino de candidatos, disfrutando del reconocimiento a su liderazgo, pero también ve una oportunidad para volver a ser presidente si la crisis se profundiza.",779,1813,2033,3903
"Según el diario Perfil, ¿quién es el empresario vinculado al gobierno de Mauricio Macri que está bajo investigación por haber encargado la impresión de los afiches contra Cristina Kirchner?","Valentín Bueno, titular de la agencia de comunicación Latcom LatinAmerica Comunication, es el empresario bajo investigación.",1851,1851,2497,1754
"Según el diario La Nación, ¿por qué el jefe de la Policía de Mendoza, Roberto Munives, fue despedido de su cargo en enero de 2022?","Munives fue despedido porque su pareja escaló el Aconcagua sin el pase sanitario correspondiente, lo que implicaba una violación a las normas provinciales y un acto de falsedad ideológica al haber presentado un certificado de vacunación falso.",421,421,2310,2721
"Según Luis Lacalle Pou, ¿qué postura adopta Uruguay en relación con el Mercosur en cuanto a la apertura comercial con el mundo?","Uruguay busca abrirse al mundo a través de acuerdos de libre comercio, incluso si eso significa hacerlo sin el acompañamiento de Argentina y Brasil dentro del Mercosur.",3041,3041,2922,4008
"De acuerdo con Javier Arriola, CEO del grupo Piero, ¿por qué el mercado de colchones en Argentina es tan dependiente de los descuentos súper agresivos?","Según Arriola, el mercado ha entrado en una dinámica donde los consumidores esperan descuentos, lo que hace difícil que las empresas se salgan de esta práctica.",2100,2100,3695,1461
"Según el artículo de La Nación del 12 de mayo de 2022, ¿cuál fue la razón por la que la jueza María Eugenia Maiztegui se pidió licencia?",La jueza María Eugenia Maiztegui se pidió licencia por estrés.,3081,3159,3081,782
"Según el artículo de La Nación del 4 de mayo de 2022, ¿qué impacto ha tenido la reducción de tasas municipales implementada por el intendente Mauricio ""Palito"" Davico en el presupuesto de Pueblo General Belgrano?","La reducción de tasas ha generado un aumento significativo en la proporción de ingresos propios del municipio, que pasó del 8% al 38% del presupuesto total.",2526,2526,1166,813
"Según el diario La Nación del 28 de marzo de 2022, ¿cuál es la principal razón por la que se han producido problemas de abastecimiento de tarjetas SUBE en el área metropolitana de Buenos Aires?","La escasez de componentes electrónicos, principalmente chips, ha generado problemas en la fabricación de tarjetas SUBE.",1649,1649,49,3803
"De acuerdo con el artículo de La Nación del 9 de junio de 2022, ¿cuál es la clave para el éxito del negocio exportador según Alberto Arizu, CEO de la bodega Luigi Bosca?",La clave para el éxito del negocio exportador es construir confianza y relaciones a largo plazo.,3891,3891,966,3018
"De acuerdo con el artículo de Clarín del 2 de junio de 2022, ¿qué medidas específicas propuso Alfredo Cornejo para reducir el tamaño del Estado argentino y reformar el mercado laboral?","Cornejo propuso eliminar ministerios, reducir el tamaño del Estado y modificar las relaciones laborales mediante una reforma de la Ley de Contrato de Trabajo.",3741,3741,3264,3903
"De acuerdo con el artículo del diario La Nación del 6 de diciembre de 2022, ¿qué implicaciones tiene la condena a Cristina Kirchner en relación a las elecciones de 2023?","La condena a Cristina Kirchner podría tener un impacto significativo en las elecciones de 2023, ya que podría influir en el escenario político y la percepción pública sobre las diferentes fuerzas políticas.",3906,3906,3050,2348
"Según Graciela Fernández Meijide, ¿cómo utiliza el kirchnerismo la memoria de la dictadura en Argentina?","Fernández Meijide considera que el kirchnerismo hace un uso 'brutal' de la memoria de la dictadura, insinuando una instrumentalización política del tema.",1846,1846,1986,1865
"Según el artículo publicado por La Nación el 14 de enero de 2022, ¿cuál es la propuesta de Enrique Lew para mejorar la situación económica de Argentina?",Enrique Lew propone la creación de más puestos de trabajo para combatir la pobreza y generar riqueza en el país.,33,33,3178,4306
"Según el diario Clarín, ¿cuánto aumentó el costo de la Verificación Técnica Vehicular (VTV) en la provincia de Buenos Aires en enero de 2022?",El costo de la VTV en la provincia de Buenos Aires aumentó un 42% en enero de 2022.,561,561,2777,194
"Según el diario La Nación, ¿quién es el presidente de la empresa estatal encargada de la obra pública más importante del Gobierno en junio de 2022?","Agustín Gerez, presidente de Enarsa, es el responsable de la construcción del gasoducto Néstor Kirchner.",3420,3420,3822,346
"Según el artículo de La Nación del 5 de abril de 2022, ¿qué factores hacen que Argentina sea un país prometedor para el desarrollo de la industria foodtech?","Argentina tiene un gran potencial para el desarrollo de la industria foodtech debido a la disponibilidad de recursos naturales, un ecosistema emprendedor dinámico, una agroindustria establecida, la presencia de capital de riesgo y una demanda creciente por alimentos innovadores y sostenibles.",1652,1652,3670,336
"Según el artículo de La Nación del 3 de enero de 2022, ¿cómo se desarrolló la expansión de las inversiones de Daniel Muñoz, exsecretario de los Kirchner, desde su inicio hasta llegar a Turcas y Caicos?","Muñoz comenzó sus inversiones en Santa Cruz con propiedades modestas, luego las expandió a Miami y finalmente llegó a Turcas y Caicos, utilizando un entramado de sociedades anónimas e inmobiliarias.",95,95,91,884
"Según el artículo publicado en Perfil.com el 9 de abril de 2022, ¿qué propuesta le hizo el gobernador de Jujuy, Gerardo Morales, a Elon Musk en relación al litio?",Gerardo Morales invitó a Elon Musk a explorar las reservas de litio de Jujuy y le propuso que la próxima Gigafactory de Tesla se construya en la provincia.,2337,2337,2771,3664
"Según el diario Clarín, ¿qué información fue revelada sobre la tripulación del avión venezolano-iraní que aterrizó en Ezeiza en junio de 2022?",La tripulación estaba compuesta por nueve venezolanos y siete iraníes.,4176,4194,4176,4453
"Según el artículo de La Nación del 23 de junio de 2022, ¿qué iniciativa está tomando Andreani para contribuir a la sustentabilidad en el sector logístico?",Andreani está trabajando en la incorporación de vehículos eléctricos como parte de su plan Visión 2030 para reducir la huella de carbono.,3861,3861,4256,3811
"En el contexto del artículo de Perfil del 18 de marzo de 2022, ¿por qué Santiago Cafiero justificó su pronunciación en inglés durante su discurso en la Expo Dubai 2022?",Cafiero justificó su pronunciación en inglés argumentando que no había traducción simultánea disponible y que su objetivo era mostrar humildad y ser parte de la misión diplomática argentina.,1454,1597,1454,1396
"Según Marcos Galperín en una entrevista con el Financial Times, ¿cuál es la principal razón por la que muchos empresarios argentinos abandonan el país?",Galperín afirma que los empresarios están cansados de los cambios constantes en las reglas y la alta regulación en Argentina.,2922,2922,2364,1064
"Según el artículo de La Nación del 19 de mayo de 2022, ¿qué crítica le formuló José Ignacio de Mendiguren a Hernán Lacunza, exministro de Hacienda de Mauricio Macri, con respecto a la gestión económica de Cambiemos?","De Mendiguren cuestionó la capacidad de Lacunza para dar consejos económicos, alegando que su gestión dejó una inflación del 54%, un gobierno en default y una balanza comercial negativa.",3091,3091,360,1807
"Según una entrevista de La Nación del 19 de junio de 2022, ¿qué tres líderes históricos mencionó Javier Milei como figuras con las que se identifica?","Javier Milei mencionó a Winston Churchill, Ronald Reagan y Margaret Thatcher como figuras con las que se identifica.",3951,3951,1377,4030
"Según el artículo de Clarín del 20 de enero de 2022, ¿qué porcentaje de su vida han vivido en recesión los argentinos de 20 años?",Los argentinos de 20 años han vivido el 40% de su vida en recesión.,487,487,3995,3647
"Según La Nación, ¿por qué la Agencia de Seguridad Vial de Santa Fe suspendió la licencia de conducir de Emilio Rosatti, hijo del presidente de la Corte Suprema, en enero de 2022?",La Agencia de Seguridad Vial de Santa Fe suspendió la licencia de conducir de Emilio Rosatti por dar positivo en un test de alcoholemia y por ser un infractor reiterativo con antecedentes por faltas graves.,419,419,110,4216
"Según el fiscal de Estado de Entre Ríos, Julio Rodríguez Signes, ¿cómo funcionaron los mecanismos institucionales en el proceso de destitución de la fiscal Cecilia Goyeneche?","Según Rodríguez Signes, los mecanismos institucionales de la provincia de Entre Ríos funcionaron correctamente durante el proceso de destitución de la fiscal Goyeneche.",3592,3592,3546,3131
"Según Juan José Tufaro, referente porteño del Frente Renovador, ¿cuál es la principal necesidad para la Ciudad de Buenos Aires en términos de movilidad?","Tufaro sostiene que la Ciudad necesita una nueva agenda que priorice la sustentabilidad y la movilidad eléctrica, con el objetivo de mejorar el medio ambiente y el tránsito.",3992,3992,1166,3289
"Según el artículo de Perfil del 9 de mayo de 2022, ¿quién convenció a Carolina Losada, una reconocida periodista, a incursionar en la política y cómo?","Georgina Losada, hermana de Carolina, la convenció de dar el salto a la política al convencerla de que la política provincial estaba 'muy planchada' y que un candidato nuevo podía tener éxito.",3174,3174,1167,170
"Según el artículo publicado en La Nación el 15 de febrero de 2022, ¿qué argumentos esgrimió Sergio ""Kun"" Agüero en su crítica al impuesto al patrimonio?","Agüero argumentó que el impuesto al patrimonio genera una doble imposición, ya que se paga sobre la riqueza acumulada a pesar de ya haber pagado impuestos sobre los ingresos que la generaron.",645,645,3673,3698
"Según el artículo del diario Clarín del 04 de junio de 2022, ¿cuál fue la cotización del dólar blue para la compra y la venta ese día?",El dólar blue se cotizó a $202.00 para la compra y $205.00 para la venta el 04 de junio de 2022.,3702,3702,4151,3693
"De acuerdo con el diputado Javier Milei, ¿por qué la venta de órganos debería ser legal en Argentina?","Javier Milei argumenta que la venta de órganos debería ser legal porque cada individuo tiene derecho a disponer de su propio cuerpo, incluso si esto implica vender órganos.",3586,3586,3453,4292
"Según el artículo publicado en Clarín el 23 de febrero de 2022, ¿qué argumento utilizaron los senadores de Corrientes, Eduardo Vischi y Mercedes Valenzuela, para cuestionar la respuesta del ministro de Ambiente, Juan Cabandié, ante los incendios en la provincia?","Los senadores de Corrientes, Eduardo Vischi y Mercedes Valenzuela, criticaron la tardía respuesta de Juan Cabandié a los incendios en la provincia, argumentando que la intervención del Ministerio de Ambiente llegó después de que la situación se hiciera pública a través de los medios nacionales.",1178,1178,1219,764
"Según el artículo del diario Perfil del 27 de enero de 2022, ¿cuál fue el punto de fricción principal que desencadenó el intercambio de acusaciones entre Myriam Bregman y Ramiro Marra?","El punto de fricción principal fue la referencia de Bregman a  'nuevas acciones' para que la crisis la paguen quienes la generaron, lo que llevó a Marra a pedirle que no cortaran la calle ya que él tenía que ir a trabajar.",454,454,1600,122
"Según el artículo publicado en Clarín el 18 de marzo de 2022, ¿a quién vendió Suramericana su línea de negocio de caución, ACG, y con qué objetivo estratégico?","Suramericana vendió ACG a un grupo empresarial argentino formado por Marcelo Figueiras, José Urtubey y Alberto Daniel Serventich, con el objetivo estratégico de especializarse en líneas de seguros generales y de vida.",1505,1505,3830,3398
"Según Clarín, ¿a qué precio se cotizaba el dólar blue para la venta el sábado 21 de mayo de 2022?","El sábado 21 de mayo de 2022, el dólar blue se cotizaba a $204.00 para la venta.",3241,3241,3709,3702
"Según el artículo de Clarín del 28 de junio de 2022, ¿qué medidas tomó Javier Milei para alimentar a sus perros mastines ingleses cuando enfrentó dificultades económicas?","Javier Milei dejó de comer para poder alimentar a sus perros, llegando a consumir solo una pizza por día.",4432,4432,4252,4292
"De acuerdo con un artículo publicado en Perfil.com el 4 de abril de 2022, ¿qué acusación hizo Eduardo Belliboni a Luis D'Elía en el contexto del acampe piquetero en la Avenida 9 de Julio?",Belliboni acusó a D'Elía de ser un 'excelente alumno del Fondo Monetario Internacional' por su apoyo al gobierno y su crítica al acampe piquetero.,1838,1838,3137,4211
"Según un artículo de La Nación del 19 de abril de 2022, ¿cómo se busca mejorar la eficiencia de conversión en la ganadería Angus?","La Asociación Argentina de Angus está trabajando en dos nuevos DEPs, basados en la medición del Consumo Individual de Materia Seca (CMS) y el Consumo Residual (RFI), para seleccionar animales que consuman menos y obtengan igual ganancia.",2098,2098,1693,3871
"Según el artículo de La Nación del 17 de abril de 2022, ¿qué compró Cristina Kirchner en su visita a la tienda La Juana en Río Gallegos?",Cristina Kirchner compró ropa en la tienda La Juana.,2224,2224,1869,384
"Según el diario Perfil, ¿cómo reaccionó la gente en redes sociales ante la participación de Mauricio Macri en el Mundial de Bridge en Italia?","La participación de Mauricio Macri en el Mundial de Bridge en Italia generó una ola de memes y comentarios irónicos en redes sociales, contrastando su participación lúdica con la situación del país.",1855,1855,2033,4008
"En el artículo de La Nación del 11 de abril de 2022, ¿qué hizo Manuel Passaglia, intendente de San Nicolás, para contrarrestar la interrupción del servicio de recolección de residuos por parte del sindicato de camioneros liderado por Hugo Moyano?",Manuel Passaglia amenazó con municipalizar la recolección de residuos si el paro no finalizaba.,2237,2201,2237,2495
"De acuerdo a una encuesta realizada por la consultora CB, ¿cuáles son los tres intendentes del conurbano bonaerense que tienen la peor imagen según los habitantes del conurbano?","Los tres intendentes con peor imagen son Mayra Mendoza (Quilmes), Fernando Espinoza (La Matanza) y Mario Ishii (José C. Paz), todos pertenecientes al Frente de Todos.",2250,2250,2310,3580
"Según el diario La Nación, ¿qué medida tomó el ministro de Seguridad de la provincia de Buenos Aires, Sergio Berni, en respuesta al bloqueo de la autopista Buenos Aires-La Plata por parte de transportistas el 22 de junio de 2022?","Sergio Berni se trasladó al lugar del bloqueo en helicóptero y les ordenó a los manifestantes que levantaran el bloqueo, amenazando con detener sus vehículos si no lo hacían.",3803,3803,4251,3810
"En su mensaje por el 25 de Mayo de 2022, ¿cómo describió Cristina Kirchner la situación actual en Argentina?","Cristina Kirchner describió la situación actual en Argentina como ""difícil"" para el pueblo.",3536,3536,1055,2202
"Según el artículo de Perfil.com del 23 de mayo de 2022, ¿cuáles son los requisitos para que los familiares de víctimas del COVID-19 puedan acceder al bono de $75.000 otorgado por ANSES?",El requisito principal es que el fallecido haya desempeñado trabajos esenciales entre el 1° de marzo y el 30 de septiembre de 2020.,3195,3195,2825,2983
"En el contexto del 40° aniversario de la Guerra de Malvinas, ¿cuál fue la frase de Javier Milei que generó polémica y por qué?","Milei declaró que se sentía identificado con Margaret Thatcher, una figura controvertida en Argentina por su papel en la Guerra de Malvinas.",4168,2331,4030,4168
"De acuerdo con el artículo publicado en Clarín el 26 de junio de 2022, ¿cuántas alertas recibió el gobierno argentino antes de que el avión venezolano-iraní aterrizara en Argentina?",El gobierno argentino recibió dos alertas sobre el avión venezolano-iraní antes de su aterrizaje.,4453,4453,3900,4176
"Según el diario La Nación, ¿qué cambio significativo se produjo en la Federación Nacional de Trabajadores Camioneros a finales del 2021 que afectó la posición de Pablo Moyano dentro del gremio?","Pablo Moyano fue relegado del cargo de secretario adjunto de la Federación, siendo reemplazado por Jorge Omar Taboada.",100,100,1767,3295
"Según el artículo de Perfil.com del 7 de febrero de 2022, ¿en qué porcentaje se ampliará la capacidad de generación renovable actual de San Juan cuando el parque solar de YPF Luz complete todas sus etapas?",El proyecto ampliará la capacidad de generación renovable actual en San Juan en un 25%.,805,805,796,2394
